,User,Date Created,Number of Likes,Number of Retweet,Source of Tweet,Tweet
29,ANNU SINGH_INC,2022-09-26 08:59:27+00:00,0,48,Twitter for Android,"RT @No_One2189: Rahul Gandhi Was Fighting Alone In 2019
Rahul Is Fighting Alone In 2022.
Rahul Gandhi Is Alone Walking In Bharat Jodo Yatra…"
30,Suchith K C,2022-09-26 08:59:27+00:00,0,0,Twitter for iPhone,"'Bharat Jodo' But 'Party Todo'? From Punjab, Karnataka to Now Rajasthan, Congress Falls Like a Pack of Cards https://t.co/wA2bAfbX4I"
31,#राजकुमार पान्डेय,2022-09-26 08:59:26+00:00,0,70,Twitter for Android,RT @Saroj_ShrnM: @AshwiniUpadhyay @narendramodi @myogiadityanath @thekiranbedi @smritiirani @KapilMishra_IND @sardanarohit @RSSorg @sambits…
32,Gonda Congress Sevadal,2022-09-26 08:59:22+00:00,0,595,Twitter for Android,RT @INCIndia: #BharatJodoYatra is getting bigger with each passing day. Huge turnout of people is overwhelming and motivating all the Padya…
33,Deepak Kumar,2022-09-26 08:59:22+00:00,0,0,Twitter for Android,@AMRUTCityGzb @SwachhBharatGov @NagarVikasUP @SwachSurvekshan @aksharmaBharat @ChiefSecyUP @Mayor_Ghaziabad… https://t.co/QA6wuSADRH
34,अर्चित सिंह चौहान,2022-09-26 08:59:21+00:00,0,1,Twitter for Android,"RT @SuDixit13: मंदिरों का भारत: भाग १७ ~ कसबेश्वरी मंदिर, अगरतला
वैसे तो हम लोग झोरा उठा के @tapai02 दीदी के साथ कहीं भी चलने को आतुर है पर…"
35,Shankaracharya,2022-09-26 08:59:18+00:00,0,780,Twitter for Android,"RT @vivekagnihotri: Pl read this thread. And rethink about CAA. In the case of persecution where will Hindus, Sikhs and Jains go? Bharat is…"
36,गौरव - Quarantined,2022-09-26 08:59:18+00:00,0,670,Twitter for Android,"RT @Aabhas24: Of the remaining 9 Atash Behrams (Main Fire Temples) India has 8 while Iran has only one.

Smaller temples (Agiarys) exist 15…"
37,jay kapadia,2022-09-26 08:59:18+00:00,0,0,Twitter for Android,#temples #hindutemple #hinduism #Hindu #hinduculture #templesofindia #sanatandharm #bharat #tamilnadu… https://t.co/Maf6T6MKpY
38,✨BTBN🌠🌑,2022-09-26 08:59:18+00:00,0,3,Twitter for Android,"RT @NeonGoldNFT: Gm guys, have a great week ahead! 🖤 https://t.co/iRcsQQn7Du"
39,संत हृदय नव नीत सामना,2022-09-26 08:59:17+00:00,0,289,Twitter for Android,"RT @Nalini_om: #LifeSketchOfAYogi  
🕉️Divinity Personified Sant Shri Asharamji Bapu 's resolution of making Bharat Vishwaguru will be fulfi…"
40,Krishnansujay,2022-09-26 08:59:17+00:00,0,94,Twitter for Android,"RT @MumbaichaDon: While Raul Vinci is on pleasure trip ""Bharat Todo Yatra"" with aim of defeating Right Wing Nationalist Modi Govt...FAR-RIG…"
41,Dr.Atiqur Rahman,2022-09-26 08:59:14+00:00,0,17,Twitter for Android,RT @ashfaq_joiyaINC: #BharatJodoYatra is getting bigger with each passing day. Huge turnout of people is overwhelming and motivating all th…
42,rohit shahi,2022-09-26 08:59:14+00:00,0,1,Twitter for Android,RT @RajeshThakurINC: #BharatJodoYatra is getting bigger with each passing day. Huge turnout of people is overwhelming and motivating all th…
43,Deshhamarahai20,2022-09-26 08:59:08+00:00,0,4,TweetDeck,"RT @nrnjnbehera: Ayushman Bharat Digital Mission crosses 10 mn digitally linked records
https://t.co/uKn2CW9NaJ

via NaMo App https://t.co/…"
44,Simranjit singh,2022-09-26 08:59:06+00:00,0,38,Twitter for Android,RT @jencyjac: @schorselysees https://t.co/9nkHwTVVYR
45,japesh khandelwal,2022-09-26 08:59:03+00:00,0,18,Twitter for Android,"RT @GemsOfIndology: Seal inscription with sea faring Ships from Chandraketugarh, Bengal, Bharat

Chandraketugarh once was one of the hundre…"
46,हंसता_विश्वगुरु,2022-09-26 08:59:03+00:00,0,0,Twitter for Android,@Youthvoice96 @2_botnet @_prigyalive @AditiAgarwal077 @AnshumanSail @banjara1991 @Bapu_Gufa_Vale @bole_bharat… https://t.co/H125vdVyl6
47,Johen,2022-09-26 08:59:02+00:00,0,119,Twitter Web App,"RT @MorariBapu_: Discover ones self

Source: Katha 880 I Manas Bharat Charitra I Day 5 I 02-06-21 I Chitrakoot Dham, MP

Clip duration: 00:…"
48,☬Tђe͢͢͢ຮɪngђ☬ 🇮🇳,2022-09-26 08:59:00+00:00,0,28,Twitter for Android,"RT @MajhewalaSingh: She is going to be Italy’s new Prime Minister Giorgia Meloni.

When you watch this video, you may see a hint of 2 Sanat…"
49,Stephen1986,2022-09-26 08:58:59+00:00,0,134,Twitter for Android,"RT @AnshumanSail: Milestone of 414 Kms completed for the Bharat Jodo Yatra.

Look at the enthusiasm of the common people on the way of Pady…"
50,Gaurav Sonu,2022-09-26 08:58:54+00:00,0,1,Twitter for Android,RT @ABPNews: राहुल गांधी के अगुवाई में कांग्रेस की ‘भारत जोड़ो यात्रा’ सोमवार को केरल के पलक्कड़ जिले के शोरनूर से फिर से शुरू हो गई है.…
51,mudassir siddiqui مدثر صدیقی,2022-09-26 08:58:53+00:00,0,0,Twitter for Android,"@RubikaLiyaquat bharat juda hua hai aur godi media kadmo me gira hua hai,,,"
52,Mr. HARINDER SINGH DHALIWAL,2022-09-26 08:58:52+00:00,0,1767,Twitter for Android,RT @zoo_bear: BJP नेताओं ने 2 तस्वीरें शेयर करते हुए दावा किया कि 'भारत जोड़ो यात्रा' के दौरान राहुल गांधी 'पाकिस्तान ज़िंदाबाद' बोलने वाली…
53,Lovish Goel,2022-09-26 08:58:52+00:00,0,0,Twitter Web App,@bindass_ladki @AAPNareshBalyan @TS_SinghDeo bharat jodo ke sath sath congress chodo and congress todo yatra sath sath shuru ho gayi
54,Sunita Dhanger,2022-09-26 08:58:51+00:00,0,670,Twitter for Android,"RT @Aabhas24: Of the remaining 9 Atash Behrams (Main Fire Temples) India has 8 while Iran has only one.

Smaller temples (Agiarys) exist 15…"
55,Suraj Kanojiya,2022-09-26 08:58:48+00:00,0,0,Twitter for Android,@BJP4India Everyone here is just sharing negetive and bad things about BJP but has someone asked them to tell us ab… https://t.co/j8PtsHSzfq
56,Gonda Congress Sevadal,2022-09-26 08:58:47+00:00,0,12,Twitter for Android,RT @SevadalWB: #BharatJodoYatra is getting bigger with each passing day. Huge turnout of people is overwhelming and motivating all the Pady…
57,Mr. Gill,2022-09-26 08:58:43+00:00,0,94,Twitter Web App,"RT @MumbaichaDon: While Raul Vinci is on pleasure trip ""Bharat Todo Yatra"" with aim of defeating Right Wing Nationalist Modi Govt...FAR-RIG…"
58,farooq ,2022-09-26 08:58:42+00:00,0,58,Twitter Web App,"RT @ANI: #WATCH | Young football players join Congress MP Rahul Gandhi during the 'Bharat Joda Yatra' in Palakkad, Kerala

(Source: AICC) h…"
59,Ashok Kumar Pal,2022-09-26 08:58:38+00:00,0,0,Twitter for Android,"@ShilpiSinghINC @RahulGandhi @RahulGandhi behavior like a faimly member.
#BHARAT JODO YATRA"
60,Deepak Purusha a.k.a. ANNA,2022-09-26 08:58:37+00:00,0,0,Twitter for Android,"""It's a great program to unite India!""

Read here about what Indians from all walks of life have to say about the… https://t.co/PklS5KmZNU"
61,Divij,2022-09-26 08:58:33+00:00,0,15,Twitter for iPhone,"RT @Shaikh_Mohsin12: Congress party is damn serious about Congress Mukta Bharat more than BJP.😂
#RajasthanPoliticalCrisis"
62,Siangshai™,2022-09-26 08:58:32+00:00,0,0,Twitter for Android,@gertrudelamare Thank God I live in India and not Bharat. But for how long though.
63,ABP News,2022-09-26 08:58:31+00:00,12,1,TweetDeck,राहुल गांधी के अगुवाई में कांग्रेस की ‘भारत जोड़ो यात्रा’ सोमवार को केरल के पलक्कड़ जिले के शोरनूर से फिर से शुरू… https://t.co/JHr8qiXoqB
64,sophia leon,2022-09-26 08:58:31+00:00,0,119,Twitter Web App,"RT @MorariBapu_: Discover ones self

Source: Katha 880 I Manas Bharat Charitra I Day 5 I 02-06-21 I Chitrakoot Dham, MP

Clip duration: 00:…"
65,Shubhangi Mulye,2022-09-26 08:58:31+00:00,0,9,Twitter for Android,"RT @BhavaniNamaha: #HJS_20thAnniversary
HJS successfully staged agitations against the harm being caused to the Nation – insult of national…"
66,𝕯𝖗 𝕭𝖍𝖆𝖓𝖚𝖐𝖚𝖒𝖆𝖗 𝕾𝖔𝖑𝖆𝖓𝖐𝖎,2022-09-26 08:58:31+00:00,0,134,Twitter for Android,"RT @AnshumanSail: Milestone of 414 Kms completed for the Bharat Jodo Yatra.

Look at the enthusiasm of the common people on the way of Pady…"
67,loves vedios and peotry,2022-09-26 08:58:30+00:00,0,119,Twitter Web App,"RT @MorariBapu_: Discover ones self

Source: Katha 880 I Manas Bharat Charitra I Day 5 I 02-06-21 I Chitrakoot Dham, MP

Clip duration: 00:…"
68,souhila soula,2022-09-26 08:58:28+00:00,0,119,Twitter Web App,"RT @MorariBapu_: Discover ones self

Source: Katha 880 I Manas Bharat Charitra I Day 5 I 02-06-21 I Chitrakoot Dham, MP

Clip duration: 00:…"
69,rucifer5,2022-09-26 08:58:27+00:00,0,119,Twitter Web App,"RT @MorariBapu_: Discover ones self

Source: Katha 880 I Manas Bharat Charitra I Day 5 I 02-06-21 I Chitrakoot Dham, MP

Clip duration: 00:…"
70,Faisal Khan,2022-09-26 08:58:26+00:00,0,0,Twitter for Android,@Newsfirstnetwo1 @CMOGuj @collectorvalsad @BJP4Gujarat @PatilOffice Newz first sab se age jai hind jai bharat
71,✨BTBN🌠🌑,2022-09-26 08:58:24+00:00,1,0,Twitter for Android,@artalicjaanton @opensea @SuperRare Fabulous 💎💎
72,Parmjit Singh,2022-09-26 08:58:20+00:00,0,1099,Twitter for Android,"RT @kanhaiyakumar: Bharat Jodo Yatra, Day-19
(Thrissur, Kerala) https://t.co/0ffLnEmdW1"
73,surendra shetty,2022-09-26 08:58:18+00:00,0,244,Twitter for Android,"RT @SalmanSoz: Dekho, Bharat!

@BJP4India is a party of liars. This is the latest proof. Just watch this young lad tear the BJP criminals t…"
74,✨BTBN🌠🌑,2022-09-26 08:58:17+00:00,0,61,Twitter for Android,RT @artalicjaanton: Good morning My dears friends 🙋🏼‍♀️I hope you have a lot of good energy to start this day🥰Many inspirations and a great…
75,marinka bakhrjyan,2022-09-26 08:58:16+00:00,0,119,Twitter Web App,"RT @MorariBapu_: Discover ones self

Source: Katha 880 I Manas Bharat Charitra I Day 5 I 02-06-21 I Chitrakoot Dham, MP

Clip duration: 00:…"
76,noob,2022-09-26 08:58:15+00:00,0,136,Twitter for Android,RT @jaynildave: Akhand Bharat conquered whole England within span of 2 days https://t.co/NXPhJWIwtd
77,PUNEET VIZH,2022-09-26 08:58:14+00:00,0,8,Twitter Web App,RT @Puneetvizh: @TweetInder @SamHarris2429 @shuchitasrivast @Trendsetting123 @SethLalits @Ajaykumar00009 @KJSingh12518759 @ronaldrajanna @p…
78,Simple Sense 🖤❤️💙,2022-09-26 08:58:14+00:00,0,304,Twitter for Android,"RT @zoo_bear: An image of Rahul Gandhi, where he is seen with a girl,  was shared by some BJP leaders with the claim that the girl was the…"
79,TrueIndian,2022-09-26 08:58:12+00:00,0,15,Twitter for Android,"RT @Shaikh_Mohsin12: Congress party is damn serious about Congress Mukta Bharat more than BJP.😂
#RajasthanPoliticalCrisis"
80,Mr. HARINDER SINGH DHALIWAL,2022-09-26 08:58:11+00:00,0,166,Twitter for Android,"RT @zoo_bear: It was finally covered by @Republic_Bharat 🤣🤣🤣
https://t.co/IJeFkT0NFw"
81,Mangalore Congress Sevadal,2022-09-26 08:58:10+00:00,0,0,Twitter for Android,"""It's a great program to unite India!""

Read here about what Indians from all walks of life have to say about the… https://t.co/IlsSQVUXGN"
82,Yash Binani 🇮🇳,2022-09-26 08:58:06+00:00,0,0,Twitter for Android,"@capt_amarinder @narendramodi Bharat Mata Ki Jai 🇮🇳
#ModiHaiToMumkinHai"
83,Mr. HARINDER SINGH DHALIWAL,2022-09-26 08:58:03+00:00,0,2590,Twitter for Android,RT @zoo_bear: A sarcastic thread by @schorselysees on #ChinaCoup was picked up by 'India's most viewed English/Hindi News Channel' @republi…
84,BJP Tripura,2022-09-26 08:58:03+00:00,0,288,TweetDeck,"RT @BJP4India: The tallest dalit leader, Jagjivan Ram, sidelined by Congress.

Bharat Todo: The true character of the Congress. https://t.c…"
85,voice of MP,2022-09-26 08:58:02+00:00,0,1,Twitter for iPhone,"RT @rajeevMP_: Irony is those who are doing ‘Bharat Jodo yatra’ are not even in the condition to keep their party together.
Better they run…"
86,𝙺𝚊𝚓𝚊𝚕,2022-09-26 08:57:56+00:00,0,244,Twitter for Android,"RT @AKPandeyIndia: The tallest dalit leader, Jagjivan Ram, sidelined by Congress.

Bharat Todo: The true character of the Congress. https:/…"
87,भारत जयतु🚩,2022-09-26 08:57:54+00:00,0,0,Twitter for Android,"@INCIndia चुनाव का समय है आप अपनी 75000 करोड की संपत्ति में से 
500 करोड़ गुजरात सरकार को देकर देशभक्ति दिखा सकते… https://t.co/PJwmAMoflp"
88,✨BTBN🌠🌑,2022-09-26 08:57:54+00:00,0,0,Twitter for Android,@IraStolbova @delta_sauce Awesome 💗💗
89,रमेश कुमार भाटी,2022-09-26 08:57:53+00:00,0,32,Twitter for Android,RT @Neerajkundan: #BharatJodoYatra is getting bigger with each passing day. Huge turnout of people is overwhelming and motivating all the P…
90,RV Richa Verma,2022-09-26 08:57:51+00:00,1,0,Twitter Web App,@rahulkanwal Ye sub to politicians dekh lege..phle aap ye batao..fake trp me India today ka name top p hai ya nai..… https://t.co/6a4KF7t5xi
91,Nat,2022-09-26 08:57:51+00:00,0,119,Twitter Web App,"RT @MorariBapu_: Discover ones self

Source: Katha 880 I Manas Bharat Charitra I Day 5 I 02-06-21 I Chitrakoot Dham, MP

Clip duration: 00:…"
92,Vivek Bajaj,2022-09-26 08:57:50+00:00,0,670,Twitter Web App,"RT @Aabhas24: Of the remaining 9 Atash Behrams (Main Fire Temples) India has 8 while Iran has only one.

Smaller temples (Agiarys) exist 15…"
93,Dr. Naresh Johri,2022-09-26 08:57:49+00:00,0,176,Twitter for Android,"RT @bharatjodo: “It’s a great program to unite India!”

Read here about what Indians from all walks of life have to say about the #BharatJo…"
94,eugen frolov,2022-09-26 08:57:47+00:00,0,119,Twitter Web App,"RT @MorariBapu_: Discover ones self

Source: Katha 880 I Manas Bharat Charitra I Day 5 I 02-06-21 I Chitrakoot Dham, MP

Clip duration: 00:…"
95,✨BTBN🌠🌑,2022-09-26 08:57:45+00:00,0,1,Twitter for Android,"RT @IraStolbova: @delta_sauce Swimming with Dragons
Reserve 0.09 $eth
https://t.co/UE9DTY76xn https://t.co/w2a27yMHl9"
96,Pr R K W Rajan,2022-09-26 08:57:43+00:00,0,0,Twitter Web App,"@BDUTT Cong snippets'll stack up, once Bharat Jodo seems really doing well. (Yes, it seems bankrolling). ModiShah's… https://t.co/htKMX8dwNx"
97,I AM PAPPU ( C) (H) (U),2022-09-26 08:57:42+00:00,0,3,Twitter for Android,RT @AmarNat87959563: @Prakash08081952 @akhileshSri6 @HridayP29003285 @Kuttaprani @Rohit57911 @rssurjewala @sardesairajdeep @Jairam_Ramesh @…
98,SBM-G Porbandar,2022-09-26 08:57:41+00:00,0,0,Twitter Web App,"પોરબંદરમાં તા.૨૫-૯-૨૨ ના રોજ ગ્રામ્ય વિસ્તારમાં જાહેર રોડ-રસ્તાઓ અને શેરીઓની સફાઈ કરવામાં આવેલ. 
 Swachh Bharat Mis… https://t.co/Y5WOopnEHA"
99,Bharat Jodo Yatra,2022-09-26 08:57:40+00:00,0,11,Twitter for Android,RT @SaurabhRaii_: #BharatJodoYatra is getting bigger with each passing day. Huge turnout of people is overwhelming and motivating all the P…
,User,Date Created,Number of Likes,Number of Retweet,Source of Tweet,Tweet
0,Priyank Saxena 🏹,2022-09-26 05:08:24+00:00,0,0,Twitter for iPhone,"@canyaman421 @SayyedNoor111 @Sadhvi_prachi @beingarun28 @Sharmaharishji Bhai, first of all, this is India/Bharat/Hi… https://t.co/XtTcYpby4G"
1,sumit kumar,2022-09-26 04:47:27+00:00,0,1,Twitter for Android,RT @Vishu_Babu07: @Khanna16Rajeev @sumitku02219034 @AAPUttarPradesh Pahle  kejriwal urf hindustaan ka jaychand  ko bolo delhi ko new york b…
